Texto,Categoria
 Upa Nene The shepherd´s song (canción)  Mitch Match  Louie´s friends  Stick with Mick: el cumpleaños de Mick  Baby chef  The muffin man (canción),infantiles
 Facilisimo Programas infantiles varios,educativo
 INFORME COVID-19,noticias
 Visión 27 Revista informativa variada,noticias
 Portada Tele Pinar Cápsula informativa con adelantos de la emisión de Tele Noticias.,noticias
 Proposiciones Revsita cultural ARTES ESCÉNICAS  LITERATURA  ARTES VISUALES Y MÚSICA.,musical
 Informe Semanal Informativo que resume lo más importante de la semana en el territorio  con entrevsitas en vivo sobre temas de actualidad.,noticias
 Viva con música Eventos culturales en Cienfuegos,musical
 Tiempo de juego Quehacer deportivo en la provincia,deporte
 Videos clip cubanos videos musicales de artistas cubanos,musical
 NOTIANSOC Espacio que en breves minutos le ofrece los principales adelantos informativos del territorio.,noticias
 AVERAGE Las principales informaciones del ámbito deportivo granmense llegan a cada televidente interesado en mantener de este modo un buen average.,deporte
 ZONA MUSICAL Con una variada selección de videos clips se presenta este espacio para mantener a los televidentes en la zona musical de su preferencia.,musical
 NOTICIERO EN DIRECTO En directo llegan las informaciones noticiosas más relevantes de Granma.,noticias
 Revista especial COVID-19 Revista informativa especial,noticias
 Revista especial COVID-19 Revista informativa especial  Consejo de Defensa de Placetas,noticias
 Cartelera  Cartelera del día.,noticias
 Efemérides. Efemérides del día.,historia
 Revista Especial.  Revista Especial.,noticias
 Retransmisión Revista Especial.  Revista Especial.,noticias
 Noticiero TV Camagüey.  Noticias del día.,noticias
 HIMNO APERTURA Himno apertura,historia
 TV Avileña hoy Cartelera,noticias
 Equilibrio Para acercarlo a temas interesantes de la psicología  secciones de música  cocina  promociones culturales y otros temas de interés...,musical
 Musical Variado Musical variado con lo más representativo de la música cubana,musical
 Reinicio de las transmisiones / TV Avileña hoy Reinicio de las transmisiones / Cartelera,noticias
 Dame Música Dame música  y el tema: «¡Edesio  ya era hora!»,musical
 Documentales en TV Avileña Documentales en TV Avileña  hoy con «Repique  repique Juan» del realizador Jorge Luis Neyra.,documental
 Portal noticias Noticiero con la actualidad informativa de la provincia,noticias
 HIMNO APERTURA INICIO DE LAS TRANSMISIONES,historia
 ESTOCADA AL TIEMPO Programa de efemérides,historia
 PROGRAMACIÓN EDUCATIVA ARTISTICA  BALLET 6TO GRADO  NIVEL ELEMENTAL  BALLET 6TO  GRADO  NIVEL ELEMENTAL,educativo
 PROGRAMACIÓN EDUCATIVA ARTISTICA  Equilibrio de manos nivel medio Equilibrio de manos nivel medio,educativo
 PROGRAMACIÓN EDUCATIVA ARTISTICA  Viento  metal NIVEL elemental y MEDIO   Viento  metal NIVEL elemental y MEDIO,educativo
 PROGRAMACIÓN EDUCATIVA ARTISTICA  PREPARACION FISICA  DANZA  BALLET Y CIRCO  PREPARACION FISICA  DANZA  BALLET Y CIRCO,educativo
 PROGRAMACIÓN EDUCATIVA ARTISTICA  VOZ Y DICCION  NIVEL MEDIO  VOZ Y DICCION  NIVEL MEDIO,educativo
 MERIDIANO DEPORTIVO  NOTICIAS,noticias
 JUGADAS DE LA SERIE NACIONAL DE BEISBOL RTX,serie
 SERIE NACIONAL DE BÉISBOL  LAS TUNAS VS MATANZAS DESDE  EL ESTADIO JOSE A HUELGA   JUEGO5 LAS TUNAS VS MATANZAS DESDE  EL ESTADIO JOSE A HUELGA   JUEGO5,serie
 FUTBOL INTERNACIONAL  LIGA ESPAÑOLA  LEVANTE VS VALENCIA  LIGA ESPAÑOLA  LEVANTE VS VALENCIA,deporte
 NND NOTICIAS,noticias
 ESTOCADA AL TIEMPO  rtx,historia
 BALONCESTO INTERNACIONAL NBA DALLAS VS 76ERS  NBA DALLAS VS 76ERS,deporte
 SERIE NACIONAL DE BÉISBOL  LAS TUNAS VS MATANZAS DESDE  EL ESTADIO JOSE A HUELGA   JUEGO5 LAS TUNAS VS MATANZAS DESDE  EL ESTADIO JOSE A HUELGA   JUEGO5,serie
 MERIDIANO DEPORTIVO RETRANSMISION  RTX,deporte
 Revista Buenos Días REVISTA ESPECIALIZADA,noticias
 EN LA MAÑANA SU CARTELERA Promoción de la programación,noticias
 CONFERENCIA DE PRENSA SOBRE EL ENFRENTAMIENTO A LA COVID-19,noticias
 Claro Clarita  Al pan  pan Sinopsis:  Marisabidilla encuentra una moneda ¿Qué se comprará?  Al pan  pan Sinopsis:  Marisabidilla encuentra una moneda ¿Qué se comprará?,filme
 TOQUI Temujín Toqui es un niño curioso que hace muchas preguntas y busca hacer buenos amigos... Temujín Toqui es un niño curioso que hace muchas preguntas y busca hacer buenos amigos. a veces viaja  como en un sueño a épocas anteriores y conoce personajes y hechos significativos de la historia de la humanidad. En esta emisión se encuentra las historias de cierto muñeco de madera.,historia
 VIVIR DEL CUENTO  Título: Comparte  Comparte  Título: Comparte  Comparte  Guión: Jaime Fort,humor
 AL MEDIODIA  AL MEDIODIA,noticias
 NOTICIERO DEL MEDIODIA,noticias
 SERIE EL MENTALISTA  CAPT 58 EL MENTALISTA  CAPT 58,serie
 FABULOSO VOCABULARIO ¡Vamos de compras! Sinopsis:  Los bebés quieren jugar a diferentes cosas  y a Franny se le ocurre una gran idea para resolver el problema.  ¡Vamos de compras! Sinopsis:  Los bebés quieren jugar a diferentes cosas  y a Franny se le ocurre una gran idea para resolver el problema.,filme
 LUO BAO BEI Cap. 9 - Jugando fútbol Sinopsis:  Decidida a demostrar que su abuelo se equivoca  Luo Bao Bei trata de jugar fútbol con un grupo de chicos.  Cap. 9 - Jugando fútbol Sinopsis:  Decidida a demostrar que su abuelo se equivoca  Luo Bao Bei trata de jugar fútbol con un grupo de chicos.,filme
 SIMON  Alberto  el hámster / ¡El campeón! Sinopsis:  Simón y Lea le pierden el rastro a Alberto  el hámster. Mariana  la niñera  les enseña a Simón  Gaspar y Lea a jugar al básquetbol.  Alberto  el hámster / ¡El campeón! Sinopsis:  Simón y Lea le pierden el rastro a Alberto  el hámster. Mariana  la niñera  les enseña a Simón  Gaspar y Lea a jugar al básquetbol.,filme
 Shaun el cordero  Guerras territoriales /Caradura sinopsis:Los cerdos deciden robar todas las pizzas del club privado de Shaun. /Un arrogante músico de rock amado por el granjero se queda varado en la granja.  Guerras territoriales /Caradura sinopsis:Los cerdos deciden robar todas las pizzas del club privado de Shaun. /Un arrogante músico de rock amado por el granjero se queda varado en la granja.,filme
 EL AMANECER DE LOS CROODS Grug vs. Gurg / Como en feria Sinopsis:  Grug usa un doble para tomarse un descanso de la interminable lista de quehaceres. Eep y Tonk intentan sabotear el proyecto de unos tramposos.  Grug vs. Gurg / Como en feria Sinopsis:  Grug usa un doble para tomarse un descanso de la interminable lista de quehaceres. Eep y Tonk intentan sabotear el proyecto de unos tramposos.,filme
 MAGOS RELATOS DE ARCADIA  Cap. 8 - Hechiceros bajo tierra Sinopsis:  Tras regresar al siglo XXI  Jim hace un sacrificio inesperado... y un rostro familiar se suma a la pelea. El caballero verde finalmente revela su identidad.  Cap. 8 - Hechiceros bajo tierra Sinopsis:  Tras regresar al siglo XXI  Jim hace un sacrificio inesperado... y un rostro familiar se suma a la pelea. El caballero verde finalmente revela su identidad.,filme
 CUERDA VIVA Temas Especial de   ROCK: Cock-Tail (Dagoberto Pedraja)  Talentos Cock-Tail Temas  Especial de   ROCK: Cock-Tail (Dagoberto Pedraja)  Sinopsis Emisión especial porque nuestro invitado es un guitarrista  compositor y productor musical  premio Cubadisco 2001. Talentos Cock-Tail (Dagoberto Pedraja)   Secciones con su contenido Cuerdología:   Las bandas populares: -Proyecto Somos Molinos de viento -William Vivanco Palabras al viento -PiQ Montano: En la mesa del bar - Ernesto Blanco y la Reyna y la Real -Recordándome -Anabel López y Dagoberto Pedraja Como un reloj de arena  Temas musicales Cock-Tail (Dagoberto Pedraja) -Con el pie izguierdo -Cuerdo es amor  -Dale play  -Mined Breaker -Rifa de amor -Tóxica,musical
 ARTE VIDEO TITULO: Reflejos de lo profundo.  Obra de Enrique Alfonso. SINOPSIS: El hombre y sus sueños  dominados metáforas y fantasías.  TITULO: Reflejos de lo profundo.  Obra de Enrique Alfonso. SINOPSIS: El hombre y sus sueños  dominados metáforas y fantasías.,filme
 SERIE JUVENIL EXTRANJERA   LOBO ADOLESCENTE CAP 20 TEMP 3  LOBO ADOLESCENTE CAP 20 TEMP 3,serie
 NTV EMISIÓN ESTELAR,noticias
 EN LA NOCHE SU CARTELERA  Promoción de la programación,noticias
 NOVELA Mujeres Ambiciosas  Cap. 16 Mujeres Ambiciosas  Cap. 16,novela
 TELECINE Michael Collins  Michael Collins fue un líder revolucionario irlandés que luchó encarnizadamente contra la ocupación inglesa de su patria.   Título: Michael Collins  Título en idioma original: Michael Collins Irlanda/1996/132 min/Drama Biográfico/color/ Reparto: Liam Neeson  Aidan Quinn  Stephen Rea  Alan Rickman Director: Neil Jordan Sinopsis: Michael Collins (1890-1922) fue un líder revolucionario irlandés que luchó encarnizadamente contra la ocupación inglesa de su patria. Con sus jóvenes pistoleros llevó a cabo una serie de sanguinarios atentados que generaron una no menos cruel represión.,filme
 Serie Documental,documental
 Telecentros Telecentros,noticias
 Español 10mo grado y 1er año de la E.T.P. - Pinar del Rio - 1:00 Ortografía. La acentuación,educativo
 Español 11no grado y 2do año de la E.T.P  - Pinar del Rio - 1:30 La oración subordinada adjetiva,educativo
 Panel Informativo del Ministerio de Educación Sinopsis: Directivos del Ministerio de Educación informan acerca de la continuidad del actual curso escolar y la transmisión de Teleclases a partir del 15 de marzo para todos los niveles educativos.,filme
 Telecentros,noticias
 De tarde en casa Celebrando con la prensa cubana Sinopsis: a propósito del Día de la Prensa Cubana nuestro programa se suma a esta celebración junto a varios invitados del mundo periodístico.,filme
 Serie extranjera Serie extranjera: La materia oscura (His Dark Materials) 10  REINO UNIDO/AVENT/FANT/DRAM    Dirección: Jack Thorne INT: Dafne Keen  Tyler Howitt  Ian Peck  Ruta Gedmintas  Ruth Wilson Sinopsis: Lyra y,filme
 NTV Con lengua de Señas.,noticias
 Te invito al cine Ernesto Daranas  Director de Cine (I Parte) Sinopsis: Una invitación al disfrute del séptimo arte  desde la perspectiva del espacio  que incluye la entrevista a realizadores y la crítica especializada,filme
 Grandes Series Poldark (Capítulo 8)  (4ta Temporada),serie
 Mesa Redonda     (rtx),noticias
 PROGRAMACION DE TELESUR Noticias  análisis internacional  una visión del panorama político desde la perspectiva del Sur económico y de los pueblos  junto a más temas diversos.,noticias
 PROGRAMACIÓN DE TELESUR,noticias
 PROGRAMACIÓN DE TELESUR Noticias  análisis internacional  una visión del panorama político desde la perspectiva del Sur económico y de los pueblos  junto a más temas diversos.,noticias
 NTV DEL MEDIODIA Informaciones nacionales e internacionales. Análisis y comentarios.,noticias
 ESTACION CARIBE   Información sociocultural de la región del Caribe acompañada de la música más genuina.,musical
 BRECHA ECONÓMICA. Deforestación en Uganda. Programa de HISPANTV. Visión y análisis de aspectos sociopolíticos .,noticias
 REVISTA INFORMATIVA EN TIEMPO REAL. Revista informativa con segmentos temáticos y  actualización nacional e internacional.,noticias
 NOTICIERO CULTURAL  Informaciones culturales  artísticas y literarias. Segmentos de comentario  crítica e invitados.,noticias
 MESA REDONDA  Espacio de información y debate.,noticias
 NTV EMISION ESTELAR  las mas importantes  informaciones nacionales e internacionales.,noticias
 BRECHA ECONÓMICA. Deforestación en Uganda. Programa de HISPANTV. Visión y análisis de aspectos sociopolíticos.,noticias
 EL TIEMPO EN EL CARIBE.  Información meteorológica de la región.,noticias
 NOTICIERO CULTURAL Informaciones culturales  artísticas y literarias. Segmentos de comentario  crítica e invitados.,noticias
 RESUMEN 24 Resumen informativo de la jornada.,noticias
 Upa Nene Mr Snail  The wheels on the bus (canción)  Big bugs band  Kenny  Goorie meet friends  Mixed up Mary  Here we go Looby Loo,infantiles
 Facilisimo Programas infantiles varios,educativo
 Upa Nene Mr Snail  The wheels on the bus (canción)  Big bugs band  Kenny  Goorie meet friends  Mixed up Mary  Here we go Looby Loo,infantiles
 Facilisimo Programas infantiles varios,educativo
 Carteleras Carteleras que promocionan la programación diaria,noticias
 Efemérides Hoy en la historia Programa que muestra las efemérides municipales  nacionales e internacionales.,historia
 Encuentro de Lunes Revista con el fin de educar  informar y formar valores en el pueblo  dedicada fundamentalmente a temas deportivos.,deporte
 Sintonía deportiva Programa para informar el acontecer deportivo municipal  nacional e internacional.,deporte
 Noticiario Islavisión Programa para informar al pueblo del acontecer municipal y nacional.,noticias
 Cubavisión Deportes Programa que ofrece un resumen semanal de 27 minutos sobre el acontecer deportivo cubano  con reportajes  análisis  comentarios y entrevistas a especialistas y personalidades del deporte en Cuba.,deporte
 Resumen Semanal Lo más significativo del acontecer noticioso en la Isla se presenta cada semana en CubaNoticias Resumen Semanal a través de reportajes  crónicas  entrevistas.,noticias
 Cubanoticias 1 (Rtx ) Dedicado a informar sobre todo el acontecer noticioso de la Isla. De lunes a viernes usted se puede informar a través de reportajes  crónicas y entrevistas  sobre la realidad de la Cuba de hoy,noticias
 Llegó la Música cubana: Waldo Mendoza I  Promueve obra musical y las producciones audiovisuales en nuestro país  mostrando  las distintas casas discográficas existentes  sus estilos de producción y el quehacer de ellas y de sus artistas,musical
 Palmas y cañas,musical
 Encadenamiento Revista Buenos dias,noticias
 CONFERENCIA DE PRENSA  CONFERENCIA DE PRENSA,noticias
 Resumen Semanal Lo más significativo del acontecer noticioso en la Isla se presenta cada semana en CubaNoticias Resumen Semanal a través de reportajes  crónicas  entrevistas.,noticias
 Cubavisión Deportes Programa que ofrece un resumen semanal de 27 minutos sobre el acontecer deportivo cubano  con reportajes  análisis  comentarios y entrevistas a especialistas y personalidades del deporte en Cuba.,deporte
 Llegó la Música Cubana: Waldo Mendoza I  Espacio para promover la extensa y rica obra musical que recogen las producciones audiovisuales en nuestro país.,musical
 Palmas y Cañas Palmas y Cañas,musical
 CUBANOTICIAS FIN DE SEMANA 1 Dedicado a informar sobre todo el acontecer noticioso de la Isla. De lunes a viernes usted se puede informar a través de reportajes  crónicas y entrevistas  sobre la realidad de la Cuba de hoy,noticias
 Cubavisión Deportes Programa que ofrece un resumen semanal de 27 minutos sobre el acontecer deportivo cubano  con reportajes  análisis  comentarios y entrevistas a especialistas y personalidades del deporte en Cuba.,deporte
 CONFERENCIA DE PRENSA RTX CONFERENCIA DE PRENSA RTX,noticias
 CUBANOTICIAS FIN DE SEMANA 2 Dedicado a informar sobre todo el acontecer noticioso de la Isla. De lunes a viernes usted se puede informar a través de reportajes  crónicas y entrevistas  sobre la realidad de la Cuba de hoy,noticias
 Llegó la Música Cubana:  Waldo Mendoza I  Espacio para promover la extensa y rica obra musical que recogen las producciones audiovisuales en nuestro país  mostrando  las distintas casas discográficas existentes  sus estilos de producción.,musical
 Cubavisión Deportes Programa que ofrece un resumen semanal de 27 minutos sobre el acontecer deportivo cubano  con reportajes  análisis  comentarios y entrevistas a especialistas y personalidades del deporte en Cuba.,deporte
